instanceType,instanceFamily,instanceFamilyName,processor,processorFeatures,vCpus,vCpuCores,vCpuThreadsPerCore,memorySizeInMiB,memorySizeInGiB,storage,storageTotalSizeInGB,networkPerformance,gpuTotalGpuMemoryInMiB,gpuTotalGpuMemoryInGiB,gpuCount,gpuName,gpuMemorySizeInMiB,onDemandLinuxHr,onDemandLinuxMonth,spotLinuxHr,spotLinuxMonth,processorClockSpeedInGhz,location,locationName,locationType,locationContinent,storageSupported,gpuManufacturer,currentGeneration,supportedUsageClasses,supportedRootDeviceTypes,supportedVirtualizationTypes,bareMetal,hypervisor,processorArchitectures,processorManufacturer,storageNvmeSupport,storageEncryptionSupport,ebsOptimizedSupport,ebsEncryptionSupport,ebsOptimizedBaselineBandwidthInMbps,ebsOptimizedBaselineThroughputInMBps,ebsOptimizedBaselineIops,ebsOptimizedMaxBandwidthInMbps,ebsOptimizedMaxThroughputInMBps,ebsOptimizedMaxIops,ebsNvmeSupport,onDemandSuseHr,onDemandSuseMonth,onDemandRhelHr,onDemandRhelMonth
m5a.12xlarge,m5a,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",48.0,24.0,2.0,196608.0,192.0,"EBS only",0.0,"10 Gigabit",0.0,0.0,0,"","",2.064,1506.72,0.7368,537.86,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,6780.0,848.0,30000.0,6780.0,848.0,30000.0,required,2.189,1597.97,2.582,1884.86
m5a.16xlarge,m5a,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",64.0,32.0,2.0,262144.0,256.0,"EBS only",0.0,"12 Gigabit",0.0,0.0,0,"","",2.752,2008.96,1.0171,742.48,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,9500.0,1188.0,40000.0,9500.0,1188.0,40000.0,required,2.877,2100.21,3.443,2513.39
m5a.24xlarge,m5a,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",96.0,48.0,2.0,393216.0,384.0,"EBS only",0.0,"20 Gigabit",0.0,0.0,0,"","",4.128,3013.44,1.2582,918.49,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,13750.0,1719.0,60000.0,13750.0,1719.0,60000.0,required,4.253,3104.69,5.165,3770.45
m5a.2xlarge,m5a,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",8.0,4.0,2.0,32768.0,32.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.344,251.12,0.1753,127.97,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,1580.0,198.0,8333.0,2880.0,360.0,16000.0,required,0.469,342.37,0.459,335.07
m5a.4xlarge,m5a,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",16.0,8.0,2.0,65536.0,64.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.688,502.24,0.3494,255.06,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,2880.0,360.0,16000.0,2880.0,360.0,16000.0,required,0.813,593.49,0.861,628.53
m5a.8xlarge,m5a,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",32.0,16.0,2.0,131072.0,128.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",1.376,1004.48,0.5664,413.47,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,4750.0,594.0,20000.0,4750.0,594.0,20000.0,required,1.501,1095.73,1.722,1257.06
m5a.large,m5a,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",2.0,1.0,2.0,8192.0,8.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.086,62.78,0.0386,28.18,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,650.0,81.0,3600.0,2880.0,360.0,16000.0,required,0.142,103.66,0.115,83.95
m5a.xlarge,m5a,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",4.0,2.0,2.0,16384.0,16.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.172,125.56,0.0916,66.87,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,1085.0,136.0,6000.0,2880.0,360.0,16000.0,required,0.228,166.44,0.23,167.9
m5ad.12xlarge,m5ad,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",48.0,24.0,2.0,196608.0,192.0,"2 x 900 NVMe SSD",1800.0,"10 Gigabit",0.0,0.0,0,"","",2.472,1804.56,0.904,659.92,2.2,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,required,required,default,supported,6780.0,848.0,30000.0,6780.0,848.0,30000.0,required,2.597,1895.81,2.99,2182.7
m5ad.16xlarge,m5ad,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",64.0,32.0,2.0,262144.0,256.0,"4 x 600 NVMe SSD",2400.0,"12 Gigabit",0.0,0.0,0,"","",3.296,2406.08,1.2328,899.94,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,required,required,default,supported,9500.0,1188.0,40000.0,9500.0,1188.0,40000.0,required,3.421,2497.33,3.987,2910.51
m5ad.24xlarge,m5ad,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",96.0,48.0,2.0,393216.0,384.0,"4 x 900 NVMe SSD",3600.0,"20 Gigabit",0.0,0.0,0,"","",4.944,3609.12,1.8264,1333.27,2.2,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,required,required,default,supported,13750.0,1719.0,60000.0,13750.0,1719.0,60000.0,required,5.069,3700.37,5.981,4366.13
m5ad.2xlarge,m5ad,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",8.0,4.0,2.0,32768.0,32.0,"1 x 300 NVMe SSD",300.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.412,300.76,0.233,170.09,2.2,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,required,required,default,supported,1580.0,198.0,8333.0,2880.0,360.0,16000.0,required,0.537,392.01,0.527,384.71
m5ad.4xlarge,m5ad,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",16.0,8.0,2.0,65536.0,64.0,"2 x 300 NVMe SSD",600.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.824,601.52,0.4332,316.24,2.2,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,required,required,default,supported,2880.0,360.0,16000.0,2880.0,360.0,16000.0,required,0.949,692.77,0.997,727.81
m5ad.8xlarge,m5ad,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",32.0,16.0,2.0,131072.0,128.0,"2 x 600 NVMe SSD",1200.0,"Up to 10 Gigabit",0.0,0.0,0,"","",1.648,1203.04,0.5823,425.08,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,required,required,default,supported,4750.0,594.0,20000.0,4750.0,594.0,20000.0,required,1.773,1294.29,1.994,1455.62
m5ad.large,m5ad,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",2.0,1.0,2.0,8192.0,8.0,"1 x 75 NVMe SSD",75.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.103,75.19,0.0328,23.94,2.2,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,required,required,default,supported,650.0,81.0,3600.0,2880.0,360.0,16000.0,required,0.159,116.07,0.132,96.36
m5ad.xlarge,m5ad,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",4.0,2.0,2.0,16384.0,16.0,"1 x 150 NVMe SSD",150.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.206,150.38,0.0941,68.69,2.2,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,required,required,default,supported,1085.0,136.0,6000.0,2880.0,360.0,16000.0,required,0.262,191.26,0.264,192.72
m5d.12xlarge,m5d,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",48.0,24.0,2.0,196608.0,192.0,"2 x 900 NVMe SSD",1800.0,"12 Gigabit",0.0,0.0,0,"","",2.712,1979.76,0.8489,619.7,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,9500.0,1188.0,40000.0,9500.0,1188.0,40000.0,required,2.812,2052.76,3.23,2357.9
m5d.16xlarge,m5d,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",64.0,32.0,2.0,262144.0,256.0,"4 x 600 NVMe SSD",2400.0,"20 Gigabit",0.0,0.0,0,"","",3.616,2639.68,1.1306,825.34,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,13600.0,1700.0,60000.0,13600.0,1700.0,60000.0,required,3.716,2712.68,4.307,3144.11
m5d.24xlarge,m5d,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",96.0,48.0,2.0,393216.0,384.0,"4 x 900 NVMe SSD",3600.0,"25 Gigabit",0.0,0.0,0,"","",5.424,3959.52,1.474,1076.02,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,5.524,4032.52,6.461,4716.53
m5d.2xlarge,m5d,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,32768.0,32.0,"1 x 300 NVMe SSD",300.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.452,329.96,0.2204,160.89,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,2300.0,288.0,12000.0,4750.0,594.0,18750.0,required,0.552,402.96,0.567,413.91
m5d.4xlarge,m5d,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",16.0,8.0,2.0,65536.0,64.0,"2 x 300 NVMe SSD",600.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.904,659.92,0.3614,263.82,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,4750.0,594.0,18750.0,4750.0,594.0,18750.0,required,1.004,732.92,1.077,786.21
m5d.8xlarge,m5d,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",32.0,16.0,2.0,131072.0,128.0,"2 x 600 NVMe SSD",1200.0,"10 Gigabit",0.0,0.0,0,"","",1.808,1319.84,0.7635,557.36,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,6800.0,850.0,30000.0,6800.0,850.0,30000.0,required,1.908,1392.84,2.154,1572.42
m5d.large,m5d,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",2.0,1.0,2.0,8192.0,8.0,"1 x 75 NVMe SSD",75.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.113,82.49,0.0374,27.3,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,650.0,81.0,3600.0,4750.0,594.0,18750.0,required,0.169,123.37,0.142,103.66
m5d.metal,m5d,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",96.0,48.0,2.0,393216.0,384.0,"4 x 900 NVMe SSD",3600.0,"25 Gigabit",0.0,0.0,0,"","",5.424,3959.52,1.5649,1142.38,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,1,"",x86_64,Intel,required,required,default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,5.524,4032.52,6.461,4716.53
m5d.xlarge,m5d,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",4.0,2.0,2.0,16384.0,16.0,"1 x 150 NVMe SSD",150.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.226,164.98,0.0687,50.15,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,1150.0,144.0,6000.0,4750.0,594.0,18750.0,required,0.282,205.86,0.284,207.32
m5dn.12xlarge,m5dn,"General purpose","Intel Xeon Platinum 8259 (Cascade Lake)","",48.0,24.0,2.0,196608.0,192.0,"2 x 900 GB NVMe SSD",1800.0,"50 Gigabit",0.0,0.0,0,"","",3.264,2382.72,0.3804,277.69,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,9500.0,1188.0,40000.0,9500.0,1188.0,40000.0,required,"","",3.782,2760.86
m5dn.16xlarge,m5dn,"General purpose","Intel Xeon Platinum 8259 (Cascade Lake)","",64.0,32.0,2.0,262144.0,256.0,"4 x 600 NVMe SSD",2400.0,"75 Gigabit",0.0,0.0,0,"","",4.352,3176.96,1.2116,884.47,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,13600.0,1700.0,60000.0,13600.0,1700.0,60000.0,required,"","",5.043,3681.39
m5dn.24xlarge,m5dn,"General purpose","Intel Xeon Platinum 8259 (Cascade Lake)","",96.0,48.0,2.0,393216.0,384.0,"4 x 900 NVMe SSD",3600.0,"100 Gigabit",0.0,0.0,0,"","",6.528,4765.44,1.7831,1301.66,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,"","",7.565,5522.45
m5dn.2xlarge,m5dn,"General purpose","Intel Xeon Platinum 8259 (Cascade Lake)","",8.0,4.0,2.0,32768.0,32.0,"1 x 300 NVMe SSD",300.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.544,397.12,0.2201,160.67,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,2300.0,288.0,12000.0,4750.0,594.0,18750.0,required,"","",0.659,481.07
m5dn.4xlarge,m5dn,"General purpose","Intel Xeon Platinum 8259 (Cascade Lake)","",16.0,8.0,2.0,65536.0,64.0,"2 x 300 NVMe SSD",600.0,"Up to 25 Gigabit",0.0,0.0,0,"","",1.088,794.24,0.3936,287.33,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,4750.0,594.0,18750.0,4750.0,594.0,18750.0,required,"","",1.261,920.53
m5dn.8xlarge,m5dn,"General purpose","Intel Xeon Platinum 8259 (Cascade Lake)","",32.0,16.0,2.0,131072.0,128.0,"2 x 600 NVMe SSD",1200.0,"25 Gigabit",0.0,0.0,0,"","",2.176,1588.48,0.7664,559.47,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,6800.0,850.0,30000.0,6800.0,850.0,30000.0,required,"","",2.522,1841.06
m5dn.large,m5dn,"General purpose","Intel Xeon Platinum 8259 (Cascade Lake)","",2.0,1.0,2.0,8192.0,8.0,"1 x 75 NVMe SSD",75.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.136,99.28,0.0351,25.62,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,650.0,81.0,3600.0,4750.0,594.0,18750.0,required,"","",0.165,120.45
m5dn.metal,m5dn,"General purpose","Intel Xeon Platinum 8259 (Cascade Lake)","",96.0,48.0,2.0,393216.0,384.0,"4 x 900 NVMe SSD",3600.0,"100 Gigabit",0.0,0.0,0,"","",6.528,4765.44,0.6528,476.54,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,1,"",x86_64,Intel,required,required,default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,6.653,4856.69,7.565,5522.45
m5dn.xlarge,m5dn,"General purpose","Intel Xeon Platinum 8259 (Cascade Lake)","",4.0,2.0,2.0,16384.0,16.0,"1 x 150 NVMe SSD",150.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.272,198.56,0.1163,84.9,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,1150.0,144.0,6000.0,4750.0,594.0,18750.0,required,"","",0.33,240.9
m5n.12xlarge,m5n,"General purpose","Intel Xeon Platinum 8259 (Cascade Lake)","",48.0,24.0,2.0,196608.0,192.0,"EBS only",0.0,"50 Gigabit",0.0,0.0,0,"","",2.856,2084.88,0.674,492.02,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,9500.0,1188.0,40000.0,9500.0,1188.0,40000.0,required,2.981,2176.13,3.374,2463.02
m5n.16xlarge,m5n,"General purpose","Intel Xeon Platinum 8259 (Cascade Lake)","",64.0,32.0,2.0,262144.0,256.0,"EBS only",0.0,"75 Gigabit",0.0,0.0,0,"","",3.808,2779.84,1.3369,975.94,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,13600.0,1700.0,60000.0,13600.0,1700.0,60000.0,required,3.933,2871.09,4.499,3284.27
m5n.24xlarge,m5n,"General purpose","Intel Xeon Platinum 8259 (Cascade Lake)","",96.0,48.0,2.0,393216.0,384.0,"EBS only",0.0,"100 Gigabit",0.0,0.0,0,"","",5.712,4169.76,1.4235,1039.15,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,5.837,4261.01,6.749,4926.77
m5n.2xlarge,m5n,"General purpose","Intel Xeon Platinum 8259 (Cascade Lake)","",8.0,4.0,2.0,32768.0,32.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.476,347.48,0.1951,142.42,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,2300.0,288.0,12000.0,4750.0,594.0,18750.0,required,0.601,438.73,0.591,431.43
m5n.4xlarge,m5n,"General purpose","Intel Xeon Platinum 8259 (Cascade Lake)","",16.0,8.0,2.0,65536.0,64.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.952,694.96,0.4215,307.69,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,4750.0,594.0,18750.0,4750.0,594.0,18750.0,required,1.077,786.21,1.125,821.25
m5n.8xlarge,m5n,"General purpose","Intel Xeon Platinum 8259 (Cascade Lake)","",32.0,16.0,2.0,131072.0,128.0,"EBS only",0.0,"25 Gigabit",0.0,0.0,0,"","",1.904,1389.92,0.7669,559.84,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,6800.0,850.0,30000.0,6800.0,850.0,30000.0,required,2.029,1481.17,2.25,1642.5
m5n.large,m5n,"General purpose","Intel Xeon Platinum 8259 (Cascade Lake)","",2.0,1.0,2.0,8192.0,8.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.119,86.87,0.0371,27.08,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,650.0,81.0,3600.0,4750.0,594.0,18750.0,required,0.175,127.75,0.148,108.04
m5n.metal,m5n,"General purpose","Intel Xeon Platinum 8259 (Cascade Lake)","",96.0,48.0,2.0,393216.0,384.0,"EBS only",0.0,"100 Gigabit",0.0,0.0,0,"","",5.712,4169.76,1.084,791.32,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,1,"",x86_64,Intel,"","",default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,5.837,4261.01,6.749,4926.77
m5n.xlarge,m5n,"General purpose","Intel Xeon Platinum 8259 (Cascade Lake)","",4.0,2.0,2.0,16384.0,16.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.238,173.74,0.1028,75.04,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,1150.0,144.0,6000.0,4750.0,594.0,18750.0,required,0.294,214.62,0.296,216.08
m5zn.12xlarge,m5zn,"General purpose","Intel Xeon Platinum 8252","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",48.0,24.0,2.0,196608.0,192.0,"EBS only",0.0,"100 Gigabit",0.0,0.0,0,"","",3.9641,2893.79,0.533,389.09,4.5,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,4.0891,2985.04,4.4825,3272.22
m5zn.2xlarge,m5zn,"General purpose","Intel Xeon Platinum 8252","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,32768.0,32.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.6607,482.31,0.2602,189.95,4.5,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,3170.0,396.0,13333.0,3170.0,396.0,13333.0,required,0.7857,573.56,0.7759,566.41
m5zn.3xlarge,m5zn,"General purpose","Intel Xeon Platinum 8252","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",12.0,6.0,2.0,49152.0,48.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.991,723.43,0.2158,157.53,4.5,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,4750.0,594.0,20000.0,4750.0,594.0,20000.0,required,1.116,814.68,1.1206,818.04
m5zn.6xlarge,m5zn,"General purpose","Intel Xeon Platinum 8252","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",24.0,12.0,2.0,98304.0,96.0,"EBS only",0.0,"50 Gigabit",0.0,0.0,0,"","",1.982,1446.86,0.4294,313.46,4.5,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,9500.0,1188.0,40000.0,9500.0,1188.0,40000.0,required,2.107,1538.11,2.2412,1636.08
m5zn.large,m5zn,"General purpose","Intel Xeon Platinum 8252","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",2.0,1.0,2.0,8192.0,8.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.1652,120.6,0.0269,19.64,4.5,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,800.0,100.0,3333.0,3170.0,396.0,13333.0,required,0.2215,161.69,0.194,141.62
m5zn.metal,m5zn,"General purpose","Intel Xeon Platinum 8252","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",48.0,24.0,2.0,196608.0,192.0,"EBS only",0.0,"100 Gigabit",0.0,0.0,0,"","",3.9641,2893.79,0.3964,289.37,4.5,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,1,"",x86_64,Intel,"","",default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,4.0891,2985.04,4.4825,3272.22
m5zn.xlarge,m5zn,"General purpose","Intel Xeon Platinum 8252","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",4.0,2.0,2.0,16384.0,16.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.3303,241.12,0.1806,131.84,4.5,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,1564.0,196.0,6667.0,3170.0,396.0,13333.0,required,0.3866,282.22,0.3879,283.17
m6a.12xlarge,m6a,"General purpose","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",48.0,24.0,2.0,196608.0,192.0,"EBS only",0.0,"18.75 Gigabit",0.0,0.0,0,"","",2.0736,1513.73,0.7107,518.81,3.6,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,15000.0,1875.0,60000.0,15000.0,1875.0,60000.0,required,2.1986,1604.98,2.592,1892.16
m6a.16xlarge,m6a,"General purpose","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",64.0,32.0,2.0,262144.0,256.0,"EBS only",0.0,"25 Gigabit",0.0,0.0,0,"","",2.7648,2018.3,0.8073,589.33,3.6,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,20000.0,2500.0,80000.0,20000.0,2500.0,80000.0,required,2.8898,2109.55,3.456,2522.88
m6a.24xlarge,m6a,"General purpose","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",96.0,48.0,2.0,393216.0,384.0,"EBS only",0.0,"37.5 Gigabit",0.0,0.0,0,"","",4.1472,3027.46,1.2492,911.92,3.6,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,30000.0,3750.0,120000.0,30000.0,3750.0,120000.0,required,4.2722,3118.71,5.184,3784.32
