instanceType,instanceFamily,instanceFamilyName,processor,processorFeatures,vCpus,vCpuCores,vCpuThreadsPerCore,memorySizeInMiB,memorySizeInGiB,storage,storageTotalSizeInGB,networkPerformance,gpuTotalGpuMemoryInMiB,gpuTotalGpuMemoryInGiB,gpuCount,gpuName,gpuMemorySizeInMiB,onDemandLinuxHr,onDemandLinuxMonth,spotLinuxHr,spotLinuxMonth,processorClockSpeedInGhz,location,locationName,locationType,locationContinent,storageSupported,gpuManufacturer,currentGeneration,supportedUsageClasses,supportedRootDeviceTypes,supportedVirtualizationTypes,bareMetal,hypervisor,processorArchitectures,processorManufacturer,storageNvmeSupport,storageEncryptionSupport,ebsOptimizedSupport,ebsEncryptionSupport,ebsOptimizedBaselineBandwidthInMbps,ebsOptimizedBaselineThroughputInMBps,ebsOptimizedBaselineIops,ebsOptimizedMaxBandwidthInMbps,ebsOptimizedMaxThroughputInMBps,ebsOptimizedMaxIops,ebsNvmeSupport,onDemandSuseHr,onDemandSuseMonth,onDemandRhelHr,onDemandRhelMonth
m6i.16xlarge,m6i,"General purpose","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",64.0,32.0,2.0,262144.0,256.0,"EBS only",0.0,"25 Gigabit",0.0,0.0,0,"","",3.84,2803.2,0.384,280.32,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,20000.0,2500.0,80000.0,20000.0,2500.0,80000.0,required,3.965,2894.45,4.5312,3307.78
m6i.24xlarge,m6i,"General purpose","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",96.0,48.0,2.0,393216.0,384.0,"EBS only",0.0,"37.5 Gigabit",0.0,0.0,0,"","",5.76,4204.8,0.5781,422.01,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,30000.0,3750.0,120000.0,30000.0,3750.0,120000.0,required,5.885,4296.05,6.7968,4961.66
m6i.2xlarge,m6i,"General purpose","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,32768.0,32.0,"EBS only",0.0,"Up to 12.5 Gigabit",0.0,0.0,0,"","",0.48,350.4,0.048,35.04,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,2500.0,313.0,12000.0,10000.0,1250.0,40000.0,required,0.605,441.65,0.5952,434.5
m6i.32xlarge,m6i,"General purpose","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",128.0,64.0,2.0,524288.0,512.0,"EBS only",0.0,"50 Gigabit",0.0,0.0,0,"","",7.68,5606.4,0.768,560.64,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,40000.0,5000.0,160000.0,40000.0,5000.0,160000.0,required,7.805,5697.65,8.9088,6503.42
m6i.4xlarge,m6i,"General purpose","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",16.0,8.0,2.0,65536.0,64.0,"EBS only",0.0,"Up to 12.5 Gigabit",0.0,0.0,0,"","",0.96,700.8,0.0964,70.37,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,5000.0,625.0,20000.0,10000.0,1250.0,40000.0,required,1.085,792.05,1.1328,826.94
m6i.8xlarge,m6i,"General purpose","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",32.0,16.0,2.0,131072.0,128.0,"EBS only",0.0,"12.5 Gigabit",0.0,0.0,0,"","",1.92,1401.6,0.192,140.16,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,10000.0,1250.0,40000.0,10000.0,1250.0,40000.0,required,2.045,1492.85,2.2656,1653.89
m6i.large,m6i,"General purpose","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",2.0,1.0,2.0,8192.0,8.0,"EBS only",0.0,"Up to 12.5 Gigabit",0.0,0.0,0,"","",0.12,87.6,0.012,8.76,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,650.0,81.0,3600.0,10000.0,1250.0,40000.0,required,0.1763,128.7,0.1488,108.62
m6i.metal,m6i,"General purpose","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",128.0,64.0,2.0,524288.0,512.0,"EBS only",0.0,"50 Gigabit",0.0,0.0,0,"","",7.68,5606.4,0.768,560.64,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,1,"",x86_64,Intel,"","",default,supported,40000.0,5000.0,160000.0,40000.0,5000.0,160000.0,required,7.805,5697.65,8.9088,6503.42
m6i.xlarge,m6i,"General purpose","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",4.0,2.0,2.0,16384.0,16.0,"EBS only",0.0,"Up to 12.5 Gigabit",0.0,0.0,0,"","",0.24,175.2,0.024,17.52,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,1250.0,156.0,6000.0,10000.0,1250.0,40000.0,required,0.2963,216.3,0.2976,217.25
m6id.12xlarge,m6id,"General purpose","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",48.0,24.0,2.0,196608.0,192.0,"2 x 1425 NVMe SSD",2850.0,"18.75 Gigabit",0.0,0.0,0,"","",3.5594,2598.39,0.3559,259.81,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,15000.0,1875.0,60000.0,15000.0,1875.0,60000.0,required,3.6844,2689.64,4.0778,2976.82
m6id.16xlarge,m6id,"General purpose","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",64.0,32.0,2.0,262144.0,256.0,"2 x 1900 NVMe SSD",3800.0,"25 Gigabit",0.0,0.0,0,"","",4.7459,3464.52,0.488,356.24,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,20000.0,2500.0,80000.0,20000.0,2500.0,80000.0,required,4.8709,3555.77,5.4371,3969.1
m6id.24xlarge,m6id,"General purpose","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",96.0,48.0,2.0,393216.0,384.0,"4 x 1425 NVMe SSD",5700.0,"37.5 Gigabit",0.0,0.0,0,"","",7.1189,5196.78,0.7119,519.69,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,30000.0,3750.0,120000.0,30000.0,3750.0,120000.0,required,7.2439,5288.03,8.1557,5953.65
m6id.2xlarge,m6id,"General purpose","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,32768.0,32.0,"1 x 474 NVMe SSD",474.0,"Up to 12.5 Gigabit",0.0,0.0,0,"","",0.5932,433.07,0.06,43.8,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,2500.0,313.0,12000.0,10000.0,1250.0,40000.0,required,0.7182,524.32,0.7084,517.16
m6id.32xlarge,m6id,"General purpose","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",128.0,64.0,2.0,524288.0,512.0,"4 x 1900 NVMe SSD",7600.0,"50 Gigabit",0.0,0.0,0,"","",9.4918,6929.04,0.9707,708.61,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,40000.0,5000.0,160000.0,40000.0,5000.0,160000.0,required,9.6168,7020.29,10.7206,7826.07
m6id.4xlarge,m6id,"General purpose","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",16.0,8.0,2.0,65536.0,64.0,"1 x 950 NVMe SSD",950.0,"Up to 12.5 Gigabit",0.0,0.0,0,"","",1.1865,866.13,0.1186,86.58,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,5000.0,625.0,20000.0,10000.0,1250.0,40000.0,required,1.3115,957.38,1.3593,992.27
m6id.8xlarge,m6id,"General purpose","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",32.0,16.0,2.0,131072.0,128.0,"1 x 1900 NVMe SSD",1900.0,"12.5 Gigabit",0.0,0.0,0,"","",2.373,1732.26,0.2387,174.25,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,10000.0,1250.0,40000.0,10000.0,1250.0,40000.0,required,2.498,1823.51,2.7186,1984.55
m6id.large,m6id,"General purpose","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",2.0,1.0,2.0,8192.0,8.0,"1 x 118 NVMe SSD",118.0,"Up to 12.5 Gigabit",0.0,0.0,0,"","",0.1483,108.27,0.0148,10.8,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,650.0,81.0,3600.0,10000.0,1250.0,40000.0,required,0.2046,149.37,0.1771,129.29
m6id.metal,m6id,"General purpose","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",128.0,64.0,2.0,524288.0,512.0,"4 x 1900 NVMe SSD",7600.0,"50 Gigabit",0.0,0.0,0,"","",9.4918,6929.04,9.4534,6900.98,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,1,"",x86_64,Intel,required,required,default,supported,40000.0,5000.0,160000.0,40000.0,5000.0,160000.0,required,9.6168,7020.29,10.7206,7826.07
m6id.xlarge,m6id,"General purpose","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",4.0,2.0,2.0,16384.0,16.0,"1 x 237 NVMe SSD",237.0,"Up to 12.5 Gigabit",0.0,0.0,0,"","",0.2966,216.53,0.0297,21.68,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,1250.0,156.0,6000.0,10000.0,1250.0,40000.0,required,0.3529,257.63,0.3542,258.58
p5.48xlarge,p5,"GPU instance","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",192.0,96.0,2.0,2097152.0,2048.0,"8 x 3840 GB SSD",30400.0,"3200 Gigabit",655360.0,640.0,8.0,H100,81920.0,98.32,71773.6,9.832,7177.36,3.6,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",1,NVIDIA,1,"capacity-block, on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,required,required,default,supported,80000.0,10000.0,260000.0,80000.0,10000.0,260000.0,required,98.445,71864.85,100.1632,73119.14
p5en.48xlarge,p5en,"GPU instance","Intel Xeon Scalable (Sapphire Rapids)","Intel AMX",192.0,96.0,2.0,2097152.0,2048.0,"8 x 3840 NVMe SSD",30400.0,"3200 Gigabit",1155072.0,1128.0,8.0,H200,144384.0,0.0,0.0,8.48,6190.4,2.4,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",1,NVIDIA,1,"capacity-block, on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,100000.0,12500.0,400000.0,100000.0,12500.0,400000.0,required,84.925,61995.25,86.6432,63249.54
r5d.2xlarge,r5d,"Memory optimized","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,65536.0,64.0,"1 x 300 NVMe SSD",300.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.72,525.6,0.0,0.0,3.1,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,2300.0,288.0,12000.0,4750.0,594.0,18750.0,required,0.845,616.85,0.835,609.55
r5d.4xlarge,r5d,"Memory optimized","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",16.0,8.0,2.0,131072.0,128.0,"2 x 300 NVMe SSD",600.0,"Up to 10 Gigabit",0.0,0.0,0,"","",1.44,1051.2,0.0,0.0,3.1,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,4750.0,594.0,18750.0,4750.0,594.0,18750.0,required,1.565,1142.45,1.613,1177.49
r5d.8xlarge,r5d,"Memory optimized","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",32.0,16.0,2.0,262144.0,256.0,"2 x 600 NVMe SSD",1200.0,"10 Gigabit",0.0,0.0,0,"","",2.88,2102.4,0.0,0.0,3.1,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,6800.0,850.0,30000.0,6800.0,850.0,30000.0,required,3.005,2193.65,3.226,2354.98
r5d.xlarge,r5d,"Memory optimized","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",4.0,2.0,2.0,32768.0,32.0,"1 x 150 NVMe SSD",150.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.36,262.8,0.0,0.0,3.1,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,1150.0,144.0,6000.0,4750.0,594.0,18750.0,required,0.416,303.68,0.418,305.14
r6i.12xlarge,r6i,"Memory optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",48.0,24.0,2.0,393216.0,384.0,"EBS only",0.0,"18.75 Gigabit",0.0,0.0,0,"","",3.78,2759.4,1.2632,922.14,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,15000.0,1875.0,60000.0,15000.0,1875.0,60000.0,required,3.905,2850.65,4.2984,3137.83
r6i.16xlarge,r6i,"Memory optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",64.0,32.0,2.0,524288.0,512.0,"EBS only",0.0,"25 Gigabit",0.0,0.0,0,"","",5.04,3679.2,0.9105,664.66,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,20000.0,2500.0,80000.0,20000.0,2500.0,80000.0,required,5.165,3770.45,5.7312,4183.78
r6i.24xlarge,r6i,"Memory optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",96.0,48.0,2.0,786432.0,768.0,"EBS only",0.0,"37.5 Gigabit",0.0,0.0,0,"","",7.56,5518.8,0.756,551.88,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,30000.0,3750.0,120000.0,30000.0,3750.0,120000.0,required,7.685,5610.05,8.5968,6275.66
r6i.2xlarge,r6i,"Memory optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,65536.0,64.0,"EBS only",0.0,"Up to 12.5 Gigabit",0.0,0.0,0,"","",0.63,459.9,0.1549,113.08,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,2500.0,313.0,12000.0,10000.0,1250.0,40000.0,required,0.755,551.15,0.7452,544.0
r6i.32xlarge,r6i,"Memory optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",128.0,64.0,2.0,1048576.0,1024.0,"EBS only",0.0,"50 Gigabit",0.0,0.0,0,"","",10.08,7358.4,1.2868,939.36,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,40000.0,5000.0,160000.0,40000.0,5000.0,160000.0,required,10.205,7449.65,11.3088,8255.42
r6i.4xlarge,r6i,"Memory optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",16.0,8.0,2.0,131072.0,128.0,"EBS only",0.0,"Up to 12.5 Gigabit",0.0,0.0,0,"","",1.26,919.8,0.4037,294.7,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,5000.0,625.0,20000.0,10000.0,1250.0,40000.0,required,1.385,1011.05,1.4328,1045.94
r6i.8xlarge,r6i,"Memory optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",32.0,16.0,2.0,262144.0,256.0,"EBS only",0.0,"12.5 Gigabit",0.0,0.0,0,"","",2.52,1839.6,0.2599,189.73,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,10000.0,1250.0,40000.0,10000.0,1250.0,40000.0,required,2.645,1930.85,2.8656,2091.89
r6i.large,r6i,"Memory optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",2.0,1.0,2.0,16384.0,16.0,"EBS only",0.0,"Up to 12.5 Gigabit",0.0,0.0,0,"","",0.1575,114.97,0.0413,30.15,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,650.0,81.0,3600.0,10000.0,1250.0,40000.0,required,0.2138,156.07,0.1863,136.0
r6i.metal,r6i,"Memory optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",128.0,64.0,2.0,1048576.0,1024.0,"EBS only",0.0,"50 Gigabit",0.0,0.0,0,"","",10.08,7358.4,1.008,735.84,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,1,"",x86_64,Intel,"","",default,supported,40000.0,5000.0,160000.0,40000.0,5000.0,160000.0,required,10.205,7449.65,11.3088,8255.42
r6i.xlarge,r6i,"Memory optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",4.0,2.0,2.0,32768.0,32.0,"EBS only",0.0,"Up to 12.5 Gigabit",0.0,0.0,0,"","",0.315,229.95,0.0803,58.62,3.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,1250.0,156.0,6000.0,10000.0,1250.0,40000.0,required,0.3713,271.05,0.3726,272.0
t3.medium,t3,"General purpose","Intel Skylake E5 2686 v5","AVX; AVX2; Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",2.0,1.0,2.0,4096.0,4.0,"EBS only",0.0,"Up to 5 Gigabit",0.0,0.0,0,"","",0.052,37.96,0.0,0.0,2.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,347.0,43.0,2000.0,2085.0,261.0,11800.0,required,0.1083,79.06,0.0808,58.98
t3.xlarge,t3,"General purpose","Intel Skylake E5 2686 v5","AVX; AVX2; Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",4.0,2.0,2.0,16384.0,16.0,"EBS only",0.0,"Up to 5 Gigabit",0.0,0.0,0,"","",0.208,151.84,0.0,0.0,2.5,us-east-1-atl-1,"US East (Atlanta)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,695.0,87.0,4000.0,2780.0,348.0,15700.0,required,0.2643,192.94,0.2656,193.89
c5d.12xlarge,c5d,"Compute optimized","Intel Xeon Platinum 8275L","Intel AVX; Intel AVX2; Intel AVX512; Intel Deep Learning Boost; Intel Turbo",48.0,24.0,2.0,98304.0,96.0,"2 x 900 NVMe SSD",1800.0,"12 Gigabit",0.0,0.0,0,"","",2.88,2102.4,0.0,0.0,3.6,us-east-1-bos-1,"US East (Boston)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,9500.0,1188.0,40000.0,9500.0,1188.0,40000.0,required,3.005,2193.65,3.398,2480.54
c5d.2xlarge,c5d,"Compute optimized","Intel Xeon Platinum 8124M","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,16384.0,16.0,"1 x 200 NVMe SSD",200.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.48,350.4,0.0,0.0,3.4,us-east-1-bos-1,"US East (Boston)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,2300.0,288.0,10000.0,4750.0,594.0,20000.0,required,0.58,423.4,0.595,434.35
c5d.4xlarge,c5d,"Compute optimized","Intel Xeon Platinum 8124M","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",16.0,8.0,2.0,32768.0,32.0,"1 x 400 NVMe SSD",400.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.96,700.8,0.0,0.0,3.4,us-east-1-bos-1,"US East (Boston)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,4750.0,594.0,20000.0,4750.0,594.0,20000.0,required,1.085,792.05,1.133,827.09
c5d.xlarge,c5d,"Compute optimized","Intel Xeon Platinum 8124M","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",4.0,2.0,2.0,8192.0,8.0,"1 x 100 NVMe SSD",100.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.24,175.2,0.0,0.0,3.4,us-east-1-bos-1,"US East (Boston)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,1150.0,144.0,6000.0,4750.0,594.0,20000.0,required,0.296,216.08,0.298,217.54
g4dn.2xlarge,g4dn,"GPU instance","Intel Xeon Family","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,32768.0,32.0,"225 GB NVMe SSD",225.0,"Up to 25 Gigabit",16384.0,16.0,1.0,T4,16384.0,1.015,740.95,0.0,0.0,2.5,us-east-1-bos-1,"US East (Boston)","AWS Local Zone","North America",1,NVIDIA,1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,1150.0,144.0,6000.0,3500.0,438.0,20000.0,required,1.14,832.2,1.13,824.9
g4dn.4xlarge,g4dn,"GPU instance","Intel Xeon Family","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",16.0,8.0,2.0,65536.0,64.0,"225 GB NVMe SSD",225.0,"Up to 25 Gigabit",16384.0,16.0,1.0,T4,16384.0,1.625,1186.25,0.0,0.0,2.5,us-east-1-bos-1,"US East (Boston)","AWS Local Zone","North America",1,NVIDIA,1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,4750.0,594.0,20000.0,4750.0,594.0,20000.0,required,1.75,1277.5,1.798,1312.54
m5.2xlarge,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,32768.0,32.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.48,350.4,0.0,0.0,3.1,us-east-1-bos-1,"US East (Boston)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,2300.0,288.0,12000.0,4750.0,594.0,18750.0,required,0.605,441.65,0.595,434.35
m5.4xlarge,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",16.0,8.0,2.0,65536.0,64.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.96,700.8,0.0,0.0,3.1,us-east-1-bos-1,"US East (Boston)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,4750.0,594.0,18750.0,4750.0,594.0,18750.0,required,1.085,792.05,1.133,827.09
m5.8xlarge,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",32.0,16.0,2.0,131072.0,128.0,"EBS only",0.0,"10 Gigabit",0.0,0.0,0,"","",1.92,1401.6,0.0,0.0,3.1,us-east-1-bos-1,"US East (Boston)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,6800.0,850.0,30000.0,6800.0,850.0,30000.0,required,2.045,1492.85,2.266,1654.18
m5.xlarge,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",4.0,2.0,2.0,16384.0,16.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.24,175.2,0.0,0.0,3.1,us-east-1-bos-1,"US East (Boston)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,1150.0,144.0,6000.0,4750.0,594.0,18750.0,required,0.296,216.08,0.298,217.54
